,fileslug,id,sf_abstract,tags,title,link
1270,S06-023_tomographic-reconstruction-for-x,62598,Disclosed is x-ray cone beam scan data reconstruction of an imaged object with a reconstruction algorithm using shift invariant filtering and backprojection with the maximum ...,Reconstruction algorithm; Ligand cone angle; Hilbert transform; ,Tomographic Reconstruction for X-Ray Cone-Beam Scan Data,[]
1271,S06-022_multiplex-dna-amplification,62597,"Precise amplification of selected portions of genomic DNA is highly desirable for many DNA analysis purposes, for example the sequencing of multiple genes involved in ...",Polymerase chain reaction; DNA; Amplicon; Primer (molecular biology); Multiplex polymerase chain reaction; Reagent; Single-nucleotide polymorphism; ,Multiplex DNA Amplification,['http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=1874629&blobtype=p']
1272,S06-013_a-method-to-solve-hearability,62596,A researcher from Stanford University has developed a novel positioning method to resolve hearability issues in mobile communication systems based on CDMA (Code Division Multiple ...,Code division multiple access; W-CDMA (UMTS); Mobile phone tracking; Global Positioning System; Radiation pattern; Enhanced 9-1-1; ,A Method to Solve Hearability Problem in Cellular Positioning Systems,['http://search.proquest.com/docview/304977020/fulltextPDF/135DAA40D6572E985C2/1?accountid=140']
1273,S06-010_tightly-regulated-gene-expression,62595,"Stanford University scientists have developed a highly sensitive, patented system for expressing target genes in a tightly regulatable manner, with little background expression. This gene ...",Gene; Gene expression; High-throughput screening; Estrogen receptor; Osteoporosis; Regulation of gene expression; Selective estrogen-receptor modulator; Estrogen; Gene therapy; Transactivation; Ligand (biochemistry); Agonist; Intramolecular reaction; Transgene; ,Tightly Regulated Gene Expression System,['http://www.nature.com/mt/journal/v17/n10/full/mt2009171a.ht']
1274,S06-007_mri-ideal-mri-self-calibration,62594,A method for generating a self-calibrating parallel multiecho magnetic resonance image is provided. A magnetic resonance imaging excitation is applied. A first echo at a ...,Magnetic resonance imaging; ,"MRI - ""IDEAL"" MRI: Self-Calibration Methods for Parallel Imaging and Multi-Point Water-Fat Separation Methods",[]
1275,S06-001_mri-an-apparatus-to-perform-motion,62592,A method of correcting for motion in magnetic resonance images of an object detected by a plurality of signal receiver coils comprising the steps of ...,Magnetic resonance imaging; Undersampling; K-space (MRI); ,MRI - An Apparatus To Perform Motion Corrected Magnetic Resonance Imaging,[]
1276,S05-433_a-new-accurate-method-of-3d-full,62591,Stanford researchers have patented a unique approach for accurate and precise unencumbered 3D movement analysis for full motion 3D animation.  The system architecture is modular ...,Motion capture; Biomechanics; Human factors and ergonomics; Sports medicine; Kinematics; Human musculoskeletal system; Visual hull; Simulated annealing; Biomedical engineering; Articulated bus; ,A New Accurate Method of 3D Full Body Motion Capture for Animation,"['http://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&Cmd=ShowDetailView&TermToSearch=167836', 'http://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&Cmd=ShowDetailView&TermToSearch=165397', 'http://www.ncbi.nlm.nih.gov/pubmed/176976', 'http://ieeexplore.ieee.org/xpl/login.jsp?tp=&arnumber=4270327&tag=1&url=http%3A%2F%2Fieeexplore.ieee.org%2Fxpls%2Fabs_all.jsp%3Farnumber%3D4270327%26tag%3']"
1277,S05-426_composite-thermal-interface,62590,Researchers in the laboratory of Dr. Ken Goodson at Stanford University have designed a thermal interface material (TIM) technology that could possibly advance thermal performance ...,Nanofiber; Thermal grease; Heat sink; Thermal conductivity; Carbon nanotube; ,Composite Thermal Interface Material Including Aligned Nanofibers,[]
1278,S05-423_mri-autocalibrating-partially,62589,Disclosed is a method of providing magnetic resonance image reconstruction from k-space data obtained from any trajectory of k-space using multiple receiver coils. An image ...,Magnetic resonance imaging; K-space (MRI); ,MRI - Autocalibrating Partially Parallel Encoded Acquisition Reconstruction,[]
1279,S05-411_accelerated-tomographic-image,62588,Researchers in the Molecular Imaging Instrumentation Laboratory at Stanford University have developed an efficient new system for tomographic image reconstruction that is 10 - 50 ...,Graphics processing unit; Algorithm; Positron emission tomography; Hardware acceleration; Central processing unit; Single-photon emission computed tomography; X-ray computed tomography; Computer cluster; ,Accelerated tomographic image reconstruction algorithms on Graphics Processing Units,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220070201611%22.PGNR.&OS=DN/20070201611&RS=DN/200702016']
1280,S05-398_calibration-of-a-d-converters-using,62587,"Electronic communication systems such as 802.11 WLAN and DSL are based on orthogonal frequency division multiplexing (OFDM) signaling. In such systems, data is encoded and ...",Analog-to-digital converter; Wireless LAN; Duplex (telecommunications); Orthogonal frequency-division multiplexing; Analogue electronics; ,Calibration of A/D Converters using Pilot Tones,[]
1281,S05-397_air-core-photonic-bandgap,62586,"An optical fiber includes a cladding, a first core, and a second core. At least one of the first core and the second core is ...",,Air-Core Photonic-Bandgap Directional Fiber Coupler,[]
1282,S05-384_stanford-named-entity-recognizer,62585,"FOR ALL LICENSING INQUIRIES PLEASE EMAIL  NLP Licensing .  This software is a Java implementation of a Conditional Random Field sequence model, together with well-engineered ...",Conditional random field; Named-entity recognition; Information extraction; Gibbs sampling; Computational linguistics; ,Stanford Named Entity Recognizer,[]
1283,S05-350_video-delivery-for-peer-to-peer,62582,Researchers in Prof. Bernd Girods laboratory have developed a robust control protocol which reduces the cost of streaming multimedia simultaneously to an audience over ...,Robust control; Streaming media; Peer-to-peer; Packet loss; ,Video Delivery for Peer-to-Peer Multicast Streaming,[]
1284,S05-344_compositions-and-methods-for,62580,"An interdisciplinary team of Stanford inventors has developed drug delivery conjugates, consisting of a drug cargo and molecular transporter, designed to transport cargo (therapeutic, diagnostic, ...",Drug delivery; Cell membrane; Lung; Enzyme; Bolus (medicine); Peptide; Protein; Oligonucleotide; Biodistribution; Metabolism; Mouse; Clinical trial; Bioavailability; Small interfering RNA; Paclitaxel; Primary cell; Cancer; Monoclonal antibodies; Functional group; Hydroxyl; Good manufacturing practice; Biodegradation; Common carrier; Stem cell; Blood–brain barrier; Diagnostic agent; Time release technology; Pharmaceutical formulation; Drug discovery; Transfection; Biologic medical product; Quantum dot; Nanoparticle; Liposome; Chemotherapy; In vitro; Lipid; Cell-penetrating peptide; Multiple drug resistance; Chinese hamster ovary cell; Luciferin; ,Compositions and Methods for Transport of Molecules with Enhanced Release Properties Across Biological Barriers,"['http://pubs.acs.org/doi/abs/10.1021/ar40005', 'http://pubs.acs.org/doi/abs/10.1021/mp50016', 'http://www.ncbi.nlm.nih.gov/pmc/articles/PMC388362', 'http://www.ncbi.nlm.nih.gov/pmc/articles/PMC342119', 'http://www.ncbi.nlm.nih.gov/pmc/articles/PMC342117', 'http://www.ncbi.nlm.nih.gov/pmc/articles/PMC337570', 'http://www.ncbi.nlm.nih.gov/pmc/articles/PMC253358', 'http://www.pnas.org/content/105/34/12128.abstra', 'http://pubs.acs.org/doi/abs/10.1021/ja71079', 'http://www.pnas.org/content/104/25/10340.full.pdf+html?maxtoshow=&HITS=10&hits=10&RESULTFORMAT=1&author1=wender&andorexacttitle=and&andorexacttitleabs=and&andorexactfulltext=and&searchid=1&FIRSTINDEX=0&sortspec=date&resourcetype=HWC', 'http://pubs.acs.org/doi/pdf/10.1021/ja05862', 'http://pubs.acs.org/doi/pdf/10.1021/bc05032']"
1285,S05-341_non-invasive-optical-imaging-of,62579,Stanford researchers have developed an improved sensor system that detects phosphorylation and dephosphorylation in a quantifiable manner both in vitro and in vivo.  Unlike current ...,Phosphorylation; Protein–protein interaction; Antibody; Cell culture; Development studies; Acceleration; Drug development; Evaluation strategy; Firefly; Luciferase; Assay; Estrogen receptor; Intramolecular reaction; Agonist; ,Non-invasive optical imaging of protein phosphorylation mediated protein-protein interaction in living animals,[]
1286,S05-327_light-field-microscope,62577,The Light Field Microscopy (“LFM”) is a patented system that enables rapid acquisition of images to be virtually analyzed at any time in the future ...,Microlens; Photodetector; Image analysis; Clinical pathology; Eyepiece; Bright field microscopy; Fluorescence microscope; Microscopy; Mark Horowitz; ,Light Field Microscope,['http://graphics.stanford.edu/papers/lfmicroscop']
1287,S05-325_anatomy-based-radiograph-labeling,62576,"This invention is a system that allows labeling of radiological images based on anatomy, such that radiologists or other users can locate the images using ...",Radiology; Picture archiving and communication system; Graphical user interface; ,Anatomy-Based Radiograph Labeling and Retrieval,['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20070127790.PGNR.&OS=DN/20070127790&RS=DN/200701277']
1288,S05-306_magnetic-sifter-for-biomedical,62575,"Stanford engineers have developed a patented device and sample preparation technique for high throughput purification, concentration, and sample preparation of a wide variety of biomolecules. ...",Biomolecule; DNA; RNA; Proteomics; ,Magnetic Sifter for Biomedical Detection,['http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2707938/?tool=pubm']
1289,S05-292_biomarkers-for-inflammatory-and,62574,This method serves to enable characterization of autoantibody responses which enable profiling using biological fluids derived from patients with autoimmune disease. This provides a powerful ...,Rheumatoid arthritis; Autoantibody; B cell; Multiple sclerosis; Systemic lupus erythematosus; Fingerprint; Autoimmunity; Antibody; Proteomics; Ankylosing spondylitis; Scleroderma; Secretory protein; Cytokine; Autoimmune disease; ,Biomarkers for Inflammatory and Autoimmune Diseases including Rheumatoid Arthritis and MS,"['http://ard.bmj.com/cgi/reprint/66/6/712?maxtoshow=&HITS=10&hits=10&RESULTFORMAT=&author1=Venrooij&fulltext=arthritis&andorexactfulltext=and&searchid=1&FIRSTINDEX=0&sortspec=relevance&resourcetype=HWC', 'http://www3.interscience.wiley.com/cgi-bin/fulltext/111088946/PDFSTA']"
1290,S05-265_an-electrically-addressable-liquid,62572,"Stanford researchers have developed an electrically addressable liquid dispenser. This patented technology stores and dispenses scent in hand-held devices. Designed with a standard interface, the ...",MP3; Microelectromechanical systems; ,"An Electrically Addressable, Liquid Release Well Array for a Hand-held Scented Material Dispense System",['http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=7715699.PN.&OS=PN/7715699&RS=PN/77156']
1291,S05-261_ct-x-ray-collimator-for-ct-system,62571,"Reduced source spacing for multi-source, multi-detector X-ray imaging systems is provided by allowing channels within an X-ray collimator to intersect within the body of the ...",Collimator; ,CT - X-ray Collimator for CT System,[]
1292,S05-245_silicon-nanocrystal-coated,62569,An optical switch includes a microresonator comprising a plurality of nanoparticles. The microresonator is configured to receive signal light having a signal wavelength and to ...,,Silicon-nanocrystal-coated Microsphere Thermooptical Switches,[]
1293,S05-234_a-method-to-spatially-localize-and,62568,Stanford researchers have developed a novel method in which a form of external energy is utilized to increase biomarker levels within tissue for improved detection. ...,Biomarker; Prognosis; Cerebrospinal fluid; Urine; ,"A Method to Spatially Localize and Amplify Biomarker Levels, in the Blood or Other Biological Fluids by Applying External Energy Sources","['http://otl.stanford.edu/lagan/05234/WMIC_2010_abstract.p', 'http://otl.stanford.edu/lagan/05234/RSNA_2010_abstract.p']"
1294,S05-233_mri-steady-state-free-precession,62567,"Disclosed is a wideband SSFP, wherein a standard balanced SSFP MRI sequence is played with repetition times of alternating lengths, TR and TR.sub.s, where TR.sub.s ...",,MRI - Steady-State Free-Precession MRI with Significantly Increased Signal Bandwidth,[]
1295,S05-230_stanford-statistical-natural,62566,FOR ALL LICENSING INQUIRIES PLEASE EMAIL  NLP Licensing .  Researchers in the Stanford Natural Language Processing Group have developed a Java implementation of probabilistic natural ...,Natural language processing; Parsing; Lexicalisation; Bayesian inference; Dan Klein (journalist); PDP-10; Computational linguistics; ,Stanford (Statistical Natural Language) Parser,"['http://www-nlp.stanford.edu/~manning/papers/lex-parser.p', 'http://nlp.stanford.edu/~manning/papers/unlexicalized-parsing.p', 'http://nlp.stanford.edu/~manning/papers/LREC_2.p']"
1296,S05-206_fluorescent-cell-barcoding-fcb-in,62565,Flow cytometry is a multiparameter analysis platform that enables simultaneous analysis of both extracellular and intracellular antigens at the single cell level. These properties make ...,Flow cytometry; Antigen; Drug discovery; Antibody; Fluorescence; Cytokine; B cell; T cell; High-throughput screening; Drug development; ,Fluorescent Cell Barcoding (FCB) in Flow Cytometry to Enable High-Throughput Drug Screening and Large-Scale Signaling Profiling,['http://www.nature.com/nmeth/journal/v3/n5/pdf/nmeth872.p']
